"Iteracja","Best Result","Worst Result","Average Cost"
"1","703280","1707660","1018355"
"2","724119","1715418","1038860"
"3","878527","1715418","1105205"
"4","783244","1747972","1055846"
"5","704409","1747972","1040457"
"6","797557","1747972","1087275"
"7","730612","1747972","1049171"
"8","777726","1747972","1054738"
"9","774546","1757419","1078035"
"10","729494","1757419","1046305"
