"Iteracja","Best Result","Worst Result","Average Cost"
"1","34943","161696","46520"
"2","170222","303969","192894"
"3","326537","472907","338661"
"4","456407","630811","461921"
"5","583843","738453","599674"
"6","699318","894057","711980"
"7","865664","1150381","882435"
"8","1023864","1272127","1041838"
"9","1166607","1370122","1182579"
"10","1350837","1546791","1362774"
