"Iteracja","Best Result","Worst Result","Average Cost"
"1","65220","196573","100288"
"2","74508","198372","106341"
"3","68407","198372","99962"
"4","71242","199451","103950"
"5","67644","199451","97207"
"6","66500","199451","102019"
"7","74715","199451","104131"
"8","64127","199451","101330"
"9","60892","199451","98119"
"10","71228","199451","107444"
