"Iteracja","Best Result","Worst Result","Average Cost"
"1","58834","158067","77487"
"2","50643","167361","68617"
"3","53132","171821","70129"
"4","56006","173423","74601"
"5","51975","173423","72432"
"6","57156","173423","75408"
"7","55315","173423","71283"
"8","54497","173423","69510"
"9","54548","173423","70592"
"10","48552","173423","67945"
