"Iteracja","Best Result","Worst Result","Average Cost","Standard Deviation"
"130","64996","85762","75931","0"
"131","64996","85762","75900","0"
"132","64996","85762","75846","0"
"133","64996","85762","75805","0"
"134","64996","85762","75777","0"
"135","64996","85762","75813","0"
"136","64996","85762","75804","0"
"137","64996","85762","75785","0"
"138","64996","85762","75796","0"
"139","64996","85762","75784","0"
"140","64996","85762","75789","0"
"141","64996","85762","75772","0"
"142","64996","85762","75771","0"
"143","64996","85762","75777","0"
"144","64996","85762","75766","0"
"145","64996","85762","75790","0"
"146","64996","85762","75776","0"
"147","64996","85762","75733","0"
"148","64996","85762","75748","0"
"149","64996","85762","75776","0"
"150","64996","85762","75758","0"
"151","64996","85762","75760","0"
"152","64996","85762","75717","0"
"153","64996","85762","75758","0"
"154","64996","85762","75769","0"
"155","64996","85762","75764","0"
"156","64996","85762","75736","0"
"157","64996","85762","75764","0"
"158","64996","85762","75749","0"
"159","64996","85762","75762","0"
"160","64996","85762","75768","0"
"161","64996","85762","75777","0"
"162","64996","85762","75774","0"
"163","64996","85762","75786","0"
"164","64996","85762","75772","0"
"165","64996","85762","75776","0"
"166","64996","85762","75765","0"
"167","64996","85762","75755","0"
"168","64996","85762","75750","0"
"169","64996","85762","75765","0"
"170","64996","85762","75763","0"
"171","64996","85762","75710","0"
"172","64996","85762","75741","0"
"173","64996","85762","75741","0"
"174","64996","85762","75695","0"
"175","64996","85762","75683","0"
"176","64996","85762","75696","0"
"177","64996","85762","75706","0"
"178","64996","85762","75699","0"
"179","64996","85762","75724","0"
"180","64996","85762","75714","0"
"181","64996","85762","75718","0"
"182","64996","85762","75708","0"
"183","64996","85762","75709","0"
"184","64996","85762","75710","0"
"185","64996","85762","75729","0"
"186","64996","85762","75720","0"
"187","64996","85762","75727","0"
"188","64996","85762","75729","0"
"189","64996","85762","75720","0"
"190","64996","85762","75736","0"
"191","64996","85762","75720","0"
"192","64996","85762","75704","0"
"193","64996","85762","75705","0"
"194","64996","85762","75724","0"
"195","64996","85762","75719","0"
"196","64996","85762","75733","0"
"197","64996","85762","75700","0"
"198","64996","85762","75716","0"
"199","64996","85762","75742","0"
"200","64996","85762","75748","0"
"201","64996","85762","75723","0"
"202","64996","85762","75741","0"
"203","64996","85762","75744","0"
"204","64996","85762","75762","0"
"205","64996","85762","75764","0"
"206","64996","85762","75769","0"
"207","64996","85762","75775","0"
"208","64996","85762","75770","0"
"209","64996","85762","75794","0"
"210","64996","85762","75823","0"
"211","64996","85762","75828","0"
"212","64996","85762","75830","0"
"213","64996","85762","75832","0"
"214","64996","85762","75837","0"
"215","64996","85762","75822","0"
"216","64996","85762","75836","0"
"217","64996","85762","75837","0"
"218","64996","85762","75848","0"
"219","64996","85762","75840","0"
"220","64996","85762","75817","0"
"221","64996","85762","75818","0"
"222","64996","85762","75852","0"
"223","64996","85762","75850","0"
"224","64996","85762","75866","0"
"225","64996","85762","75866","0"
"226","64996","85762","75857","0"
"227","64996","85762","75841","0"
"228","64996","85762","75853","0"
"229","64996","85762","75862","0"
"230","64996","85762","75863","0"
"231","64996","85762","75881","0"
"232","64996","85762","75896","0"
"233","64996","85762","75895","0"
"234","64996","85762","75871","0"
"235","64996","85762","75863","0"
"236","64996","85762","75856","0"
"237","64996","85762","75878","0"
"238","64996","85762","75868","0"
"239","64996","85762","75904","0"
"240","64996","85762","75913","0"
"241","64996","85762","75922","0"
"242","64996","85762","75916","0"
"243","64996","85762","75930","0"
"244","64996","85762","75942","0"
"245","64996","85762","75951","0"
"246","64996","85762","75934","0"
"247","64996","85762","75917","0"
"248","64996","85762","75919","0"
"249","64996","85762","75908","0"
"250","64996","85762","75888","0"
"251","64996","85762","75871","0"
"252","64996","85762","75867","0"
"253","64996","85762","75854","0"
"254","64996","85762","75867","0"
"255","64996","85762","75861","0"
"256","64996","85762","75850","0"
"257","64996","85762","75874","0"
"258","64996","85762","75854","0"
"259","64996","85762","75875","0"
"260","64996","85762","75866","0"
"261","64996","85762","75886","0"
"262","64996","85762","75892","0"
"263","64996","85762","75878","0"
"264","64996","85762","75869","0"
"265","64996","85762","75858","0"
"266","64996","85762","75843","0"
"267","64996","85762","75844","0"
"268","64996","85762","75847","0"
"269","64996","85762","75835","0"
"270","64996","85762","75833","0"
"271","64996","85762","75822","0"
"272","64996","85762","75819","0"
"273","64996","85762","75816","0"
"274","64996","85762","75819","0"
"275","64996","85762","75806","0"
"276","64996","85762","75802","0"
"277","64996","85762","75794","0"
"278","64996","85762","75791","0"
"279","64996","85762","75785","0"
"280","64996","85762","75786","0"
"281","64996","85762","75792","0"
"282","64996","85762","75799","0"
"283","64996","85762","75816","0"
"284","64996","85762","75816","0"
"285","64996","85762","75818","0"
"286","64996","85762","75824","0"
"287","64996","85762","75845","0"
"288","64996","85762","75825","0"
"289","64996","85762","75839","0"
"290","64996","85762","75833","0"
"291","64996","85762","75844","0"
"292","64996","85762","75850","0"
"293","64996","85762","75860","0"
"294","64996","85762","75863","0"
"295","64996","85762","75852","0"
"296","64996","85762","75860","0"
"297","64996","85762","75858","0"
"298","64996","85762","75851","0"
"299","64996","85762","75832","0"
"300","64996","85762","75829","0"
"301","64996","85762","75821","0"
"302","64996","85762","75821","0"
"303","64996","85762","75821","0"
"304","64996","85762","75830","0"
"305","64996","85762","75820","0"
"306","64996","85762","75809","0"
"307","64996","85762","75829","0"
"308","64996","85762","75843","0"
"309","64996","85762","75838","0"
"310","64996","85762","75835","0"
"311","64996","85762","75837","0"
"312","64996","85762","75823","0"
"313","64996","85762","75805","0"
"314","64996","85762","75807","0"
"315","64996","85762","75798","0"
"316","64996","85762","75794","0"
"317","64996","85762","75781","0"
"318","64996","85762","75792","0"
"319","64996","85762","75802","0"
"320","64996","85762","75790","0"
"321","64996","85762","75804","0"
"322","64996","85762","75790","0"
"323","64996","85762","75800","0"
"324","64996","85762","75818","0"
"325","64996","85762","75808","0"
"326","64996","85762","75806","0"
"327","64996","85762","75831","0"
"328","64996","85762","75824","0"
"329","64996","85762","75838","0"
"330","64996","85762","75835","0"
"331","64996","85762","75833","0"
"332","64996","85762","75820","0"
"333","64996","85762","75810","0"
"334","64996","85762","75812","0"
"335","64996","85762","75815","0"
"336","64996","85762","75804","0"
"337","64996","85762","75808","0"
"338","64996","85762","75790","0"
"339","64996","85762","75781","0"
"340","64996","85762","75787","0"
"341","64996","85762","75788","0"
"342","64996","85762","75786","0"
"343","64996","85762","75769","0"
"344","64996","85762","75756","0"
"345","64996","85762","75745","0"
"346","64996","85762","75755","0"
"347","64996","85762","75778","0"
"348","64996","85762","75787","0"
"349","64996","85762","75780","0"
"350","64996","85762","75775","0"
"351","64996","85762","75784","0"
"352","64996","85762","75778","0"
"353","64996","85762","75761","0"
"354","64996","85762","75754","0"
"355","64996","85762","75763","0"
"356","64996","85762","75767","0"
"357","64996","85762","75767","0"
"358","64996","85762","75765","0"
"359","64996","85762","75765","0"
"360","64996","85762","75767","0"
"361","64996","85762","75760","0"
"362","64996","85762","75765","0"
"363","64996","85762","75775","0"
"364","64996","85762","75766","0"
"365","64996","85762","75766","0"
"366","64996","85762","75765","0"
"367","64996","85762","75754","0"
"368","64996","85762","75754","0"
"369","64996","85762","75750","0"
"370","64996","85762","75749","0"
"371","64996","85762","75755","0"
"372","64996","85762","75742","0"
"373","64996","85762","75731","0"
"374","64996","85762","75714","0"
"375","64996","85762","75724","0"
"376","64996","85762","75737","0"
"377","64996","85762","75720","0"
"378","64996","85762","75726","0"
"379","64996","85762","75723","0"
"380","64996","85762","75719","0"
"381","64996","85762","75704","0"
"382","64996","85762","75718","0"
"383","64996","85762","75719","0"
"384","64996","85762","75716","0"
"385","64996","85762","75705","0"
"386","64996","85762","75710","0"
"387","64996","85762","75699","0"
"388","64996","85762","75708","0"
"389","64996","85762","75718","0"
"390","64996","85762","75716","0"
"391","64996","85762","75710","0"
"392","64996","85762","75722","0"
"393","64996","85762","75724","0"
"394","64996","85762","75737","0"
"395","64996","85762","75752","0"
"396","64996","85762","75740","0"
"397","64996","85762","75756","0"
"398","64996","85762","75762","0"
"399","64996","85762","75777","0"
"400","64996","85762","75771","0"
"401","64996","85762","75777","0"
"402","64996","85762","75771","0"
"403","64996","85762","75780","0"
"404","64996","85762","75781","0"
"405","64996","85762","75777","0"
"406","64996","85762","75776","0"
"407","64996","85762","75777","0"
"408","64996","85762","75790","0"
"409","64996","85762","75801","0"
"410","64996","85762","75802","0"
"411","64996","85762","75797","0"
"412","64996","85762","75778","0"
"413","64996","85762","75772","0"
"414","64996","85762","75776","0"
"415","64996","85762","75777","0"
"416","64996","85762","75773","0"
"417","64996","85762","75771","0"
"418","64996","85762","75775","0"
"419","64996","85762","75781","0"
"420","64996","85762","75771","0"
"421","64996","85762","75767","0"
"422","64996","85762","75770","0"
"423","64996","85762","75759","0"
"424","64996","85762","75756","0"
"425","64996","85762","75745","0"
"426","64996","85762","75735","0"
"427","64996","85762","75749","0"
"428","64996","85762","75752","0"
"429","64996","85762","75751","0"
"430","64996","85762","75763","0"
"431","64996","85762","75766","0"
"432","64996","85762","75762","0"
"433","64996","85762","75758","0"
"434","64996","85762","75741","0"
"435","64996","85762","75749","0"
"436","64996","85762","75752","0"
"437","64996","85762","75766","0"
"438","64996","85762","75771","0"
"439","64996","85762","75763","0"
"440","64996","85762","75771","0"
"441","64996","85762","75764","0"
"442","64996","85762","75758","0"
"443","64996","85762","75760","0"
"444","64996","85762","75775","0"
"445","64996","85762","75778","0"
"446","64996","85762","75781","0"
"447","64996","85762","75773","0"
"448","64996","85762","75782","0"
"449","64996","85762","75784","0"
"450","64996","85762","75787","0"
"451","64996","85762","75786","0"
"452","64996","85762","75790","0"
"453","64996","85762","75800","0"
"454","64996","85762","75811","0"
"455","64996","85762","75800","0"
"456","64996","85762","75797","0"
"457","64996","85762","75803","0"
"458","64996","85762","75805","0"
"459","64996","85762","75816","0"
"460","64996","85762","75820","0"
"461","64996","85762","75809","0"
"462","64996","85762","75803","0"
"463","64996","85762","75796","0"
"464","64996","85762","75782","0"
"465","64996","85762","75785","0"
"466","64996","85762","75782","0"
"467","64996","85762","75775","0"
"468","64996","85762","75785","0"
"469","64996","85762","75791","0"
"470","64996","85762","75804","0"
"471","64996","85762","75803","0"
"472","64996","85762","75792","0"
"473","64996","85762","75783","0"
"474","64996","85762","75768","0"
"475","64996","85762","75757","0"
"476","64996","85762","75754","0"
"477","64996","85762","75754","0"
"478","64996","85762","75751","0"
"479","64996","85762","75744","0"
"480","64996","85762","75753","0"
"481","64996","85762","75759","0"
"482","64996","85762","75756","0"
"483","64996","85762","75744","0"
"484","64996","85762","75745","0"
"485","64996","85762","75742","0"
"486","64996","85762","75737","0"
"487","64996","85762","75737","0"
"488","64996","85762","75750","0"
"489","64996","85762","75747","0"
"490","64996","85762","75747","0"
"491","64996","85762","75760","0"
"492","64996","85762","75761","0"
"493","64996","85762","75761","0"
"494","64996","85762","75755","0"
"495","64996","85762","75769","0"
"496","64996","85762","75771","0"
"497","64996","85762","75765","0"
"498","64996","85762","75757","0"
"499","64996","85762","75764","0"
"500","64996","85762","75766","0"
"501","64996","85762","75749","0"
"502","64996","85762","75757","0"
"503","64996","85762","75749","0"
"504","64996","85762","75764","0"
"505","64996","85762","75752","0"
"506","64996","85762","75751","0"
"507","64996","85762","75735","0"
"508","64996","85762","75726","0"
"509","64996","85762","75733","0"
"510","64996","85762","75730","0"
"511","64996","85762","75740","0"
"512","64996","85762","75741","0"
"513","64996","85762","75735","0"
"514","64996","85762","75734","0"
"515","64996","85762","75731","0"
"516","64996","85762","75732","0"
"517","64996","85762","75745","0"
"518","64996","85762","75748","0"
"519","64996","85762","75748","0"
"520","64996","85762","75738","0"
"521","64996","85762","75733","0"
"522","64996","85762","75743","0"
"523","64996","85762","75737","0"
"524","64996","85762","75742","0"
"525","64996","85762","75743","0"
"526","64996","85762","75750","0"
"527","64996","85762","75745","0"
"528","64996","85762","75740","0"
"529","64996","85762","75739","0"
"530","64996","85762","75736","0"
"531","64996","85762","75741","0"
"532","64996","85762","75749","0"
"533","64996","85762","75754","0"
"534","64996","85762","75754","0"
"535","64996","85762","75762","0"
"536","64996","85762","75755","0"
"537","64996","85762","75765","0"
"538","64996","85762","75753","0"
"539","64996","85762","75763","0"
"540","64996","85762","75764","0"
"541","64996","85762","75766","0"
"542","64996","85762","75761","0"
"543","64996","85762","75766","0"
"544","64996","85762","75764","0"
"545","64996","85762","75767","0"
"546","64996","85762","75759","0"
"547","64996","85762","75770","0"
"548","64996","85762","75764","0"
"549","64996","85762","75757","0"
"550","64996","85762","75752","0"
"551","64996","85762","75764","0"
"552","64996","85762","75755","0"
"553","64996","85762","75760","0"
"554","64996","85762","75753","0"
"555","64996","85762","75759","0"
"556","64996","85762","75749","0"
"557","64996","85762","75743","0"
"558","64996","85762","75739","0"
"559","64996","85762","75745","0"
"560","64996","85762","75752","0"
"561","64996","85762","75747","0"
"562","64996","85762","75743","0"
"563","64996","85762","75739","0"
"564","64996","85762","75738","0"
"565","64996","85762","75746","0"
"566","64996","85762","75743","0"
"567","64996","85762","75743","0"
"568","64996","85762","75748","0"
"569","64996","85762","75756","0"
"570","64996","85762","75742","0"
"571","64996","85762","75749","0"
"572","64996","85762","75764","0"
"573","64996","85762","75764","0"
"574","64996","85762","75764","0"
"575","64996","85762","75769","0"
"576","64996","85762","75767","0"
"577","64996","85762","75772","0"
"578","64996","85762","75760","0"
"579","64996","85762","75761","0"
"580","64996","85762","75760","0"
"581","64996","85762","75763","0"
"582","64996","85762","75761","0"
"583","64996","85762","75752","0"
"584","64996","85762","75749","0"
"585","64996","85762","75758","0"
"586","64996","85762","75752","0"
"587","64996","85762","75749","0"
"588","64996","85762","75750","0"
"589","64996","85762","75755","0"
"590","64996","85762","75759","0"
"591","64996","85762","75743","0"
"592","64996","85762","75740","0"
"593","64996","85762","75738","0"
"594","64996","85762","75731","0"
"595","64996","85762","75729","0"
"596","64996","85762","75733","0"
"597","64996","85762","75743","0"
"598","64996","85762","75743","0"
"599","64996","85762","75749","0"
"600","64996","85762","75752","0"
"601","64996","85762","75751","0"
"602","64996","85762","75749","0"
"603","64996","85762","75750","0"
"604","64996","85762","75741","0"
"605","64996","85762","75733","0"
"606","64996","85762","75721","0"
"607","64996","85762","75730","0"
"608","64996","85762","75731","0"
"609","64996","85762","75736","0"
"610","64996","85762","75741","0"
"611","64996","85762","75740","0"
"612","64996","85762","75746","0"
"613","64996","85762","75755","0"
"614","64996","85762","75755","0"
"615","64996","85762","75746","0"
"616","64996","85762","75746","0"
"617","64996","85762","75749","0"
"618","64996","85762","75750","0"
"619","64996","85762","75747","0"
"620","64996","85762","75752","0"
"621","64996","85762","75754","0"
"622","64996","85762","75755","0"
"623","64996","85762","75756","0"
"624","64996","85762","75751","0"
"625","64996","85762","75759","0"
"626","64996","85762","75761","0"
"627","64996","85762","75765","0"
"628","64996","85762","75765","0"
"629","64996","85762","75774","0"
"630","64996","85762","75777","0"
"631","64996","85762","75782","0"
"632","64996","85762","75784","0"
"633","64996","85762","75782","0"
"634","64996","85762","75779","0"
"635","64996","85762","75780","0"
"636","64996","85762","75787","0"
"637","64996","85762","75787","0"
"638","64996","85762","75785","0"
"639","64996","85762","75793","0"
"640","64996","85762","75801","0"
"641","64996","85762","75793","0"
"642","64996","85762","75790","0"
"643","64996","85762","75801","0"
"644","64996","85762","75803","0"
"645","64996","85762","75804","0"
"646","64996","85762","75806","0"
"647","64996","85762","75813","0"
"648","64996","85762","75811","0"
"649","64996","85762","75808","0"
"650","64996","85762","75802","0"
"651","64996","85762","75796","0"
"652","64996","85762","75799","0"
"653","64996","85762","75794","0"
"654","64996","85762","75793","0"
"655","64996","85762","75795","0"
"656","64996","85762","75798","0"
"657","64996","85762","75794","0"
"658","64996","85762","75787","0"
"659","64996","85762","75792","0"
"660","64996","85762","75794","0"
"661","64996","85762","75801","0"
"662","64996","85762","75795","0"
"663","64996","85762","75802","0"
"664","64996","85762","75797","0"
"665","64996","85762","75792","0"
"666","64996","85762","75799","0"
"667","64996","85762","75798","0"
"668","64996","85762","75803","0"
"669","64996","85762","75806","0"
"670","64996","85762","75806","0"
"671","64996","85762","75803","0"
"672","64996","85762","75809","0"
"673","64996","85762","75813","0"
"674","64996","85762","75812","0"
"675","64996","85762","75824","0"
"676","64996","85762","75825","0"
"677","64996","85762","75829","0"
"678","64996","85762","75825","0"
"679","64996","85762","75827","0"
"680","64996","85762","75825","0"
"681","64996","85762","75822","0"
"682","64996","85762","75818","0"
"683","64996","85762","75825","0"
"684","64996","85762","75826","0"
"685","64996","85762","75826","0"
"686","64996","85762","75825","0"
"687","64996","85762","75820","0"
"688","64996","85762","75811","0"
"689","64996","85762","75816","0"
"690","64996","85762","75816","0"
"691","64996","85762","75819","0"
"692","64996","85762","75830","0"
"693","64996","85762","75831","0"
"694","64996","85762","75829","0"
"695","64996","85762","75827","0"
"696","64996","85762","75818","0"
"697","64996","85762","75811","0"
"698","64996","85762","75813","0"
"699","64996","85762","75817","0"
"700","64996","85762","75824","0"
"701","64996","85762","75829","0"
"702","64996","85762","75826","0"
"703","64996","85762","75831","0"
"704","64996","85762","75834","0"
"705","64996","85762","75841","0"
"706","64996","85762","75844","0"
"707","64996","85762","75847","0"
"708","64996","85762","75849","0"
"709","64996","85762","75850","0"
"710","64996","85762","75848","0"
"711","64996","85762","75857","0"
"712","64996","85762","75865","0"
"713","64996","85762","75867","0"
"714","64996","85762","75866","0"
"715","64996","85762","75866","0"
"716","64996","85762","75866","0"
"717","64996","85762","75874","0"
"718","64996","85762","75873","0"
"719","64996","85762","75871","0"
"720","64996","85762","75866","0"
"721","64996","85762","75869","0"
"722","64996","85762","75871","0"
"723","64996","85762","75868","0"
"724","64996","85762","75875","0"
"725","64996","85762","75878","0"
"726","64996","85762","75871","0"
"727","64996","85762","75868","0"
"728","64996","85762","75873","0"
"729","64996","85762","75871","0"
"730","64996","85762","75869","0"
"731","64996","85762","75870","0"
"732","64996","85762","75876","0"
"733","64996","85762","75881","0"
"734","64996","85762","75879","0"
"735","64996","85762","75873","0"
"736","64996","85762","75862","0"
"737","64996","85762","75859","0"
"738","64996","85762","75864","0"
"739","64996","85762","75871","0"
"740","64996","85762","75867","0"
"741","64996","85762","75865","0"
"742","64996","85762","75862","0"
"743","64996","85762","75865","0"
"744","64996","85762","75865","0"
"745","64996","85762","75868","0"
"746","64996","85762","75865","0"
"747","64996","85762","75864","0"
"748","64996","85762","75868","0"
"749","64996","85762","75867","0"
"750","64996","85762","75868","0"
"751","64996","85762","75874","0"
"752","64996","85762","75875","0"
"753","64996","85762","75872","0"
"754","64996","85762","75869","0"
"755","64996","85762","75868","0"
"756","64996","85762","75869","0"
"757","64996","85762","75874","0"
"758","64996","85762","75882","0"
"759","64996","85762","75874","0"
"760","64996","85762","75875","0"
"761","64996","85762","75872","0"
"762","64996","85762","75879","0"
"763","64996","85762","75874","0"
"764","64996","85762","75876","0"
"765","64996","85762","75871","0"
"766","64996","85762","75874","0"
"767","64996","85762","75874","0"
"768","64996","85762","75862","0"
"769","64996","85762","75868","0"
"770","64996","85762","75872","0"
"771","64996","85762","75866","0"
"772","64996","85762","75864","0"
"773","64996","85762","75871","0"
"774","64996","85762","75868","0"
"775","64996","85762","75864","0"
"776","64996","85762","75862","0"
"777","64996","85762","75864","0"
"778","64996","85762","75857","0"
"779","64996","85762","75858","0"
"780","64996","85762","75847","0"
"781","64996","85762","75851","0"
"782","64996","85762","75849","0"
"783","64996","85762","75856","0"
"784","64996","85762","75853","0"
"785","64996","85762","75849","0"
"786","64996","85762","75855","0"
"787","64996","85762","75851","0"
"788","64996","85762","75850","0"
"789","64996","85762","75849","0"
"790","64996","85762","75843","0"
"791","64996","85762","75842","0"
"792","64996","85762","75850","0"
"793","64996","85762","75850","0"
"794","64996","85762","75853","0"
"795","64996","85762","75856","0"
"796","64996","85762","75854","0"
"797","64996","85762","75856","0"
"798","64996","85762","75851","0"
"799","64996","85762","75849","0"
"800","64996","85762","75855","0"
"801","64996","85762","75859","0"
"802","64996","85762","75855","0"
"803","64996","85762","75860","0"
"804","64996","85762","75862","0"
"805","64996","85762","75854","0"
"806","64996","85762","75853","0"
"807","64996","85762","75853","0"
"808","64996","85762","75858","0"
"809","64996","85762","75852","0"
"810","64996","85762","75843","0"
"811","64996","85762","75844","0"
"812","64996","85762","75845","0"
"813","64996","85762","75841","0"
"814","64996","85762","75840","0"
"815","64996","85762","75844","0"
"816","64996","85762","75840","0"
"817","64996","85762","75846","0"
"818","64996","85762","75840","0"
"819","64996","85762","75841","0"
"820","64996","85762","75839","0"
"821","64996","85762","75849","0"
"822","64996","85762","75850","0"
"823","64996","85762","75856","0"
"824","64996","85762","75856","0"
"825","64996","85762","75853","0"
"826","64996","85762","75850","0"
"827","64996","85762","75850","0"
"828","64996","85762","75845","0"
"829","64996","85762","75846","0"
"830","64996","85762","75848","0"
"831","64996","85762","75846","0"
"832","64996","85762","75850","0"
"833","64996","85762","75845","0"
"834","64996","85762","75849","0"
"835","64996","85762","75855","0"
"836","64996","85762","75861","0"
"837","64996","85762","75856","0"
"838","64996","85762","75861","0"
"839","64996","85762","75865","0"
"840","64996","85762","75868","0"
"841","64996","85762","75863","0"
"842","64996","85762","75872","0"
"843","64996","85762","75870","0"
"844","64996","85762","75877","0"
"845","64996","85762","75876","0"
"846","64996","85762","75881","0"
"847","64996","85762","75874","0"
"848","64996","85762","75878","0"
"849","64996","85762","75877","0"
"850","64996","85762","75870","0"
"851","64996","85762","75875","0"
"852","64996","85762","75868","0"
"853","64996","85762","75866","0"
"854","64996","85762","75869","0"
"855","64996","85762","75866","0"
"856","64996","85762","75864","0"
"857","64996","86136","75876","0"
"858","64996","86136","75885","0"
"859","64996","86136","75887","0"
"860","64996","86136","75889","0"
"861","64996","86136","75883","0"
"862","64996","86136","75881","0"
"863","64996","86136","75879","0"
"864","64996","86136","75878","0"
"865","64996","86136","75885","0"
"866","64996","86136","75886","0"
"867","64996","86136","75888","0"
"868","64996","86136","75882","0"
"869","64996","86136","75889","0"
"870","64996","86136","75891","0"
"871","64996","86136","75895","0"
"872","64996","86136","75893","0"
"873","64996","86136","75890","0"
"874","64996","86136","75890","0"
"875","64996","86136","75882","0"
"876","64996","86136","75884","0"
"877","64996","86136","75876","0"
"878","64996","86136","75883","0"
"879","64996","86136","75886","0"
"880","64996","86136","75884","0"
"881","64996","86136","75885","0"
"882","64996","86136","75895","0"
"883","64996","86136","75895","0"
"884","64996","86136","75896","0"
"885","64996","86136","75888","0"
"886","64996","86136","75885","0"
"887","64996","86136","75881","0"
"888","64996","86136","75875","0"
"889","64996","86136","75872","0"
"890","64996","86136","75867","0"
"891","64996","86136","75861","0"
"892","64996","86136","75857","0"
"893","64996","86136","75855","0"
"894","64996","86136","75854","0"
"895","64996","86136","75852","0"
"896","64996","86136","75849","0"
"897","64996","86136","75848","0"
"898","64996","86136","75850","0"
"899","64996","86136","75847","0"
"900","64996","86136","75844","0"
"901","64996","86136","75842","0"
"902","64996","86136","75848","0"
"903","64996","86136","75847","0"
"904","64996","86136","75848","0"
"905","64996","86136","75849","0"
"906","64996","86136","75847","0"
"907","64996","86136","75845","0"
"908","64996","86136","75850","0"
"909","64996","86136","75857","0"
"910","64996","86136","75860","0"
"911","64996","86136","75867","0"
"912","64996","86136","75862","0"
"913","64996","86136","75856","0"
"914","64996","86136","75849","0"
"915","64996","86136","75850","0"
"916","64996","86136","75857","0"
"917","64996","86136","75858","0"
"918","64996","86136","75854","0"
"919","64996","86136","75860","0"
"920","64996","86136","75857","0"
"921","64996","86136","75854","0"
"922","64996","86136","75854","0"
"923","64996","86136","75853","0"
"924","64996","86136","75854","0"
"925","64996","86136","75861","0"
"926","64996","86136","75859","0"
"927","64996","86136","75865","0"
"928","64996","86136","75869","0"
