"Iteracja","Best Result","Worst Result","Average Cost","Standard Deviation"
"464","233","801","522","0"
"465","233","801","522","0"
"466","233","801","522","0"
"467","233","801","522","0"
"468","233","801","522","0"
"469","233","801","521","0"
"470","233","801","521","0"
"471","233","801","521","0"
"472","233","801","521","0"
"473","233","801","522","0"
"474","233","801","522","0"
"475","233","801","522","0"
"476","233","801","522","0"
"477","233","801","522","0"
"478","233","801","523","0"
"479","233","801","523","0"
"480","233","801","523","0"
"481","233","801","523","0"
"482","233","801","524","0"
"483","233","801","523","0"
"484","233","801","524","0"
"485","233","801","524","0"
"486","233","801","523","0"
"487","233","801","523","0"
"488","233","801","523","0"
"489","233","801","523","0"
"490","233","801","523","0"
"491","233","801","524","0"
"492","233","801","524","0"
"493","233","801","524","0"
"494","233","801","524","0"
"495","233","801","524","0"
"496","233","801","524","0"
"497","233","801","524","0"
"498","233","801","524","0"
"499","233","801","524","0"
"500","233","801","524","0"
"501","233","801","524","0"
"502","233","801","524","0"
"503","233","801","524","0"
"504","233","801","524","0"
"505","233","801","524","0"
"506","233","801","524","0"
"507","233","801","524","0"
"508","233","801","524","0"
"509","233","801","524","0"
"510","233","801","524","0"
"511","233","801","524","0"
"512","233","801","524","0"
"513","233","801","524","0"
"514","233","801","524","0"
"515","233","801","524","0"
"516","233","801","524","0"
"517","233","801","524","0"
"518","233","801","523","0"
"519","233","801","523","0"
"520","233","801","523","0"
"521","233","801","523","0"
"522","233","801","524","0"
"523","233","801","523","0"
"524","233","801","524","0"
"525","233","801","523","0"
"526","233","801","523","0"
"527","233","801","523","0"
"528","233","801","523","0"
"529","233","801","524","0"
"530","233","801","524","0"
"531","233","801","524","0"
"532","233","801","524","0"
"533","233","801","524","0"
"534","233","801","524","0"
"535","233","801","524","0"
"536","233","801","524","0"
"537","233","801","524","0"
"538","233","801","524","0"
"539","233","801","524","0"
"540","233","801","523","0"
"541","233","801","523","0"
"542","233","801","524","0"
"543","233","801","523","0"
"544","233","801","524","0"
"545","233","801","524","0"
"546","233","801","523","0"
"547","233","801","523","0"
"548","233","801","523","0"
"549","233","801","523","0"
"550","233","801","523","0"
"551","233","801","523","0"
"552","233","801","524","0"
"553","233","801","524","0"
"554","233","801","524","0"
"555","233","801","524","0"
"556","233","801","524","0"
"557","233","801","524","0"
"558","233","801","524","0"
"559","233","801","524","0"
"560","233","801","524","0"
"561","233","801","524","0"
"562","233","801","524","0"
"563","233","801","524","0"
"564","233","801","524","0"
"565","233","801","524","0"
"566","233","801","524","0"
"567","233","801","524","0"
"568","233","801","524","0"
"569","233","801","524","0"
"570","233","801","524","0"
"571","233","801","524","0"
"572","233","801","524","0"
"573","233","801","524","0"
"574","233","801","524","0"
"575","233","801","524","0"
"576","233","801","524","0"
"577","233","801","524","0"
"578","233","801","524","0"
"579","233","801","524","0"
"580","233","801","524","0"
"581","233","801","524","0"
"582","233","801","524","0"
"583","233","801","524","0"
"584","233","801","524","0"
"585","233","801","524","0"
"586","233","801","524","0"
"587","233","801","524","0"
"588","233","801","524","0"
"589","233","801","523","0"
"590","233","801","524","0"
"591","233","801","523","0"
"592","233","801","523","0"
"593","233","801","523","0"
"594","233","801","523","0"
"595","233","801","523","0"
"596","233","801","523","0"
"597","233","801","523","0"
"598","233","801","523","0"
"599","233","801","523","0"
"600","233","801","523","0"
"601","233","801","523","0"
"602","233","801","523","0"
"603","233","801","523","0"
"604","233","801","523","0"
"605","233","801","523","0"
"606","233","801","523","0"
"607","233","801","523","0"
"608","233","801","523","0"
"609","233","801","523","0"
"610","233","801","523","0"
"611","233","801","523","0"
"612","233","801","523","0"
"613","233","801","523","0"
"614","233","801","523","0"
"615","233","801","523","0"
"616","233","801","524","0"
"617","233","801","524","0"
"618","233","801","523","0"
"619","233","801","523","0"
"620","233","801","523","0"
"621","233","801","523","0"
"622","233","801","523","0"
"623","233","801","523","0"
"624","233","801","523","0"
"625","233","801","523","0"
"626","233","801","523","0"
"627","233","801","523","0"
"628","233","801","523","0"
"629","233","801","523","0"
"630","233","801","523","0"
"631","233","801","523","0"
"632","233","801","524","0"
"633","233","801","524","0"
"634","233","801","524","0"
"635","233","801","524","0"
"636","233","801","523","0"
"637","233","801","523","0"
"638","233","801","523","0"
"639","233","801","523","0"
"640","233","801","523","0"
"641","233","801","523","0"
"642","233","801","524","0"
"643","233","801","524","0"
"644","233","801","524","0"
"645","233","801","524","0"
"646","233","801","524","0"
"647","233","801","524","0"
"648","233","801","524","0"
"649","233","801","524","0"
"650","233","801","524","0"
"651","233","801","524","0"
"652","233","801","524","0"
"653","233","801","524","0"
"654","233","801","524","0"
"655","233","801","524","0"
"656","233","801","524","0"
"657","233","801","524","0"
"658","233","801","524","0"
"659","233","801","524","0"
"660","233","801","524","0"
"661","233","801","524","0"
"662","233","801","524","0"
"663","233","801","524","0"
"664","233","801","524","0"
"665","233","801","524","0"
"666","233","801","524","0"
"667","233","801","524","0"
"668","233","801","524","0"
"669","233","801","524","0"
"670","233","801","524","0"
"671","233","801","524","0"
"672","233","801","524","0"
"673","233","801","524","0"
"674","233","801","524","0"
"675","233","801","524","0"
"676","233","801","524","0"
"677","233","801","524","0"
"678","233","801","524","0"
"679","233","801","524","0"
"680","233","801","525","0"
"681","233","801","525","0"
"682","233","801","525","0"
"683","233","801","525","0"
"684","233","801","524","0"
"685","233","801","524","0"
"686","233","801","524","0"
"687","233","801","524","0"
"688","233","801","524","0"
"689","233","801","524","0"
"690","233","801","524","0"
"691","233","801","524","0"
"692","233","801","524","0"
"693","233","801","524","0"
"694","233","801","524","0"
"695","233","801","524","0"
"696","233","801","524","0"
"697","233","801","524","0"
"698","233","801","524","0"
"699","233","801","524","0"
"700","233","801","524","0"
"701","233","801","524","0"
"702","233","801","524","0"
"703","233","801","525","0"
"704","233","801","524","0"
"705","233","801","524","0"
"706","233","801","524","0"
"707","233","801","524","0"
"708","233","801","524","0"
"709","233","801","524","0"
"710","233","801","524","0"
"711","233","801","524","0"
"712","233","801","523","0"
"713","233","801","524","0"
"714","233","801","523","0"
"715","233","801","523","0"
"716","233","801","523","0"
"717","233","801","524","0"
"718","233","801","524","0"
"719","233","801","524","0"
"720","233","801","524","0"
"721","233","801","524","0"
"722","233","801","524","0"
"723","233","801","524","0"
"724","233","801","524","0"
"725","233","801","524","0"
"726","233","801","524","0"
"727","233","801","524","0"
"728","233","801","524","0"
"729","233","801","524","0"
"730","233","801","524","0"
"731","233","801","524","0"
"732","233","801","524","0"
"733","233","801","524","0"
"734","233","801","524","0"
"735","233","801","524","0"
"736","233","801","524","0"
"737","233","801","524","0"
"738","233","801","524","0"
"739","233","801","524","0"
"740","233","801","524","0"
"741","233","801","524","0"
"742","233","801","524","0"
"743","233","801","524","0"
"744","233","801","524","0"
"745","233","801","524","0"
"746","233","801","524","0"
"747","233","801","524","0"
"748","233","801","524","0"
"749","233","801","524","0"
"750","233","801","524","0"
"751","233","801","524","0"
"752","233","801","524","0"
"753","233","801","525","0"
"754","233","801","524","0"
"755","233","801","525","0"
"756","233","801","524","0"
"757","233","801","525","0"
"758","233","801","525","0"
"759","233","801","525","0"
"760","233","801","524","0"
"761","233","801","525","0"
"762","233","801","525","0"
"763","233","801","525","0"
"764","233","801","525","0"
"765","233","801","525","0"
"766","233","801","525","0"
"767","233","801","525","0"
"768","233","801","525","0"
"769","233","801","525","0"
"770","233","801","525","0"
"771","233","801","526","0"
"772","233","801","526","0"
"773","233","801","526","0"
"774","233","801","526","0"
"775","233","801","526","0"
"776","233","801","526","0"
"777","233","801","526","0"
"778","233","801","526","0"
"779","233","801","526","0"
"780","233","801","526","0"
"781","233","801","526","0"
"782","233","801","526","0"
"783","233","801","526","0"
"784","233","801","526","0"
"785","233","801","526","0"
"786","233","801","526","0"
"787","233","801","526","0"
"788","233","801","526","0"
"789","233","801","526","0"
"790","233","801","526","0"
"791","233","801","526","0"
"792","233","801","526","0"
"793","233","801","526","0"
"794","233","801","526","0"
"795","233","801","526","0"
"796","233","801","526","0"
"797","233","801","526","0"
"798","233","801","526","0"
"799","233","801","526","0"
"800","233","801","526","0"
"801","233","801","526","0"
"802","233","801","526","0"
"803","233","801","526","0"
"804","233","801","526","0"
"805","233","801","526","0"
"806","233","801","526","0"
"807","233","801","526","0"
"808","233","801","526","0"
"809","233","801","526","0"
"810","233","801","526","0"
"811","233","801","526","0"
"812","233","801","526","0"
"813","233","801","526","0"
"814","233","801","526","0"
"815","233","801","526","0"
"816","233","801","526","0"
"817","233","801","526","0"
"818","233","801","526","0"
"819","233","801","526","0"
"820","233","801","526","0"
"821","233","801","526","0"
"822","233","801","526","0"
"823","233","801","526","0"
"824","233","801","526","0"
"825","233","801","526","0"
"826","233","801","526","0"
"827","233","801","526","0"
"828","233","801","525","0"
"829","233","801","525","0"
"830","233","801","525","0"
"831","233","801","525","0"
"832","233","801","525","0"
"833","233","801","525","0"
"834","233","801","525","0"
"835","233","801","525","0"
"836","233","801","526","0"
"837","233","801","526","0"
"838","233","801","526","0"
"839","233","801","526","0"
"840","233","801","526","0"
"841","233","801","526","0"
"842","233","801","526","0"
"843","233","801","526","0"
"844","233","801","526","0"
"845","233","801","525","0"
"846","233","801","525","0"
"847","233","801","525","0"
"848","233","801","525","0"
"849","233","801","525","0"
"850","233","801","525","0"
"851","233","801","525","0"
"852","233","801","525","0"
"853","233","801","525","0"
"854","233","801","525","0"
"855","233","801","526","0"
"856","233","801","525","0"
"857","233","801","525","0"
"858","233","801","525","0"
"859","233","801","525","0"
"860","233","801","525","0"
"861","233","801","525","0"
"862","233","801","525","0"
"863","233","801","525","0"
"864","233","801","525","0"
"865","233","801","525","0"
"866","233","801","525","0"
"867","233","801","525","0"
"868","233","801","525","0"
"869","233","801","525","0"
"870","233","801","525","0"
"871","233","801","525","0"
"872","233","801","525","0"
"873","233","801","525","0"
"874","233","801","525","0"
"875","233","801","525","0"
"876","233","801","525","0"
"877","233","801","525","0"
"878","233","801","525","0"
"879","233","801","525","0"
"880","233","801","525","0"
"881","233","801","525","0"
"882","233","801","525","0"
"883","233","801","525","0"
"884","233","801","525","0"
"885","233","801","525","0"
"886","233","801","525","0"
"887","233","801","525","0"
"888","233","801","525","0"
"889","233","801","525","0"
"890","233","801","525","0"
"891","233","801","525","0"
"892","233","801","525","0"
"893","233","801","525","0"
"894","233","801","525","0"
"895","233","801","524","0"
"896","233","801","524","0"
"897","233","801","524","0"
"898","233","801","524","0"
"899","233","801","524","0"
"900","233","801","524","0"
"901","233","801","524","0"
"902","233","801","524","0"
"903","233","801","524","0"
"904","233","801","524","0"
"905","233","801","524","0"
"906","233","801","524","0"
"907","233","801","524","0"
"908","233","801","524","0"
"909","233","801","524","0"
"910","233","801","524","0"
"911","233","801","524","0"
"912","233","801","524","0"
"913","233","801","524","0"
"914","233","801","524","0"
"915","233","801","524","0"
"916","233","801","524","0"
"917","233","801","524","0"
"918","233","801","524","0"
"919","233","801","524","0"
"920","233","801","525","0"
"921","233","801","524","0"
"922","233","801","525","0"
"923","233","801","525","0"
"924","233","801","525","0"
"925","233","801","525","0"
"926","233","801","525","0"
"927","233","801","525","0"
"928","233","801","525","0"
"929","233","801","525","0"
"930","233","801","525","0"
"931","233","801","525","0"
"932","233","801","525","0"
"933","233","801","525","0"
"934","233","801","525","0"
"935","233","801","525","0"
"936","233","801","525","0"
"937","233","801","525","0"
"938","233","801","525","0"
"939","233","801","525","0"
"940","233","801","525","0"
"941","233","801","525","0"
"942","233","801","525","0"
"943","233","801","525","0"
"944","233","801","525","0"
"945","233","801","525","0"
"946","233","801","525","0"
"947","233","801","525","0"
"948","233","801","525","0"
"949","233","801","525","0"
"950","233","801","525","0"
"951","233","801","525","0"
"952","233","801","525","0"
"953","233","801","525","0"
"954","233","801","525","0"
"955","233","801","525","0"
"956","233","801","525","0"
"957","233","801","525","0"
"958","233","801","525","0"
"959","233","801","525","0"
"960","233","801","525","0"
"961","233","801","525","0"
"962","233","801","525","0"
"963","233","801","525","0"
"964","233","801","525","0"
"965","233","801","525","0"
"966","233","801","525","0"
"967","233","801","525","0"
"968","233","801","525","0"
"969","233","801","525","0"
"970","233","801","525","0"
"971","233","801","525","0"
"972","233","801","525","0"
"973","233","801","525","0"
"974","233","801","525","0"
"975","233","801","525","0"
"976","233","801","525","0"
"977","233","801","525","0"
"978","233","801","525","0"
"979","233","801","525","0"
"980","233","801","525","0"
"981","233","801","525","0"
"982","233","801","525","0"
"983","233","801","525","0"
"984","233","801","525","0"
"985","233","801","525","0"
"986","233","801","525","0"
"987","233","801","525","0"
"988","233","801","525","0"
"989","233","801","525","0"
"990","233","801","525","0"
"991","233","801","525","0"
"992","233","801","525","0"
"993","233","801","525","0"
"994","233","801","525","0"
"995","233","801","525","0"
"996","233","801","525","0"
"997","233","801","525","0"
"998","233","801","525","0"
"999","233","801","525","0"
"1000","233","801","525","0"
"1001","233","801","525","0"
"1002","233","801","525","0"
"1003","233","801","525","0"
"1004","233","801","525","0"
"1005","233","801","525","0"
"1006","233","801","525","0"
"1007","233","801","525","0"
"1008","233","801","525","0"
"1009","233","801","525","0"
"1010","233","801","525","0"
"1011","233","801","525","0"
"1012","233","801","525","0"
"1013","233","801","525","0"
"1014","233","801","525","0"
"1015","233","801","525","0"
"1016","233","801","525","0"
"1017","233","801","525","0"
"1018","233","801","525","0"
"1019","233","801","525","0"
"1020","233","801","525","0"
"1021","233","801","525","0"
"1022","233","801","525","0"
"1023","233","801","525","0"
"1024","233","801","525","0"
"1025","233","801","525","0"
"1026","233","801","525","0"
"1027","233","801","525","0"
"1028","233","801","525","0"
"1029","233","801","525","0"
"1030","233","801","525","0"
"1031","233","801","525","0"
"1032","233","801","526","0"
"1033","233","801","525","0"
"1034","233","801","525","0"
"1035","233","801","525","0"
"1036","233","801","525","0"
"1037","233","801","525","0"
"1038","233","801","525","0"
"1039","233","801","525","0"
"1040","233","801","525","0"
"1041","233","801","525","0"
"1042","233","801","525","0"
"1043","233","801","525","0"
"1044","233","801","525","0"
"1045","233","801","525","0"
"1046","233","801","525","0"
"1047","233","801","525","0"
"1048","233","801","525","0"
"1049","233","801","525","0"
"1050","233","801","525","0"
"1051","233","801","525","0"
"1052","233","801","525","0"
"1053","233","801","525","0"
"1054","233","801","525","0"
"1055","233","801","525","0"
"1056","233","801","525","0"
"1057","233","801","525","0"
"1058","233","801","525","0"
"1059","233","801","525","0"
"1060","233","801","525","0"
"1061","233","801","525","0"
"1062","233","801","525","0"
"1063","233","801","525","0"
"1064","233","801","525","0"
"1065","233","801","525","0"
"1066","233","801","525","0"
"1067","233","801","525","0"
"1068","233","801","525","0"
"1069","233","801","525","0"
"1070","233","801","525","0"
"1071","233","801","525","0"
"1072","233","801","525","0"
"1073","233","801","525","0"
"1074","233","801","525","0"
"1075","233","801","525","0"
"1076","233","801","525","0"
"1077","233","801","525","0"
"1078","233","801","525","0"
"1079","233","801","525","0"
"1080","233","801","525","0"
"1081","233","801","525","0"
"1082","233","801","525","0"
"1083","233","801","525","0"
"1084","233","801","525","0"
"1085","233","801","525","0"
"1086","233","801","525","0"
"1087","233","801","525","0"
"1088","233","801","525","0"
"1089","233","801","525","0"
"1090","233","801","525","0"
"1091","233","801","525","0"
"1092","233","801","525","0"
"1093","233","801","525","0"
"1094","233","801","525","0"
"1095","233","801","525","0"
"1096","233","801","525","0"
"1097","233","801","525","0"
"1098","233","801","525","0"
"1099","233","801","525","0"
"1100","233","801","525","0"
"1101","233","801","525","0"
"1102","233","801","525","0"
"1103","233","801","525","0"
"1104","233","801","525","0"
"1105","233","801","525","0"
"1106","233","801","525","0"
"1107","233","801","525","0"
"1108","233","801","525","0"
"1109","233","801","525","0"
"1110","233","801","525","0"
"1111","233","801","525","0"
"1112","233","801","525","0"
"1113","233","801","525","0"
"1114","233","801","525","0"
"1115","233","801","525","0"
"1116","233","801","525","0"
"1117","233","801","525","0"
"1118","233","801","525","0"
"1119","233","801","525","0"
"1120","233","801","525","0"
"1121","233","801","525","0"
"1122","233","801","525","0"
"1123","233","801","525","0"
"1124","233","801","525","0"
"1125","233","801","525","0"
"1126","233","801","525","0"
"1127","233","801","525","0"
"1128","233","801","525","0"
"1129","233","801","525","0"
"1130","233","801","525","0"
"1131","233","801","525","0"
"1132","233","801","525","0"
"1133","233","801","525","0"
"1134","233","801","525","0"
"1135","233","801","525","0"
"1136","233","801","525","0"
"1137","233","801","525","0"
"1138","233","801","525","0"
"1139","233","801","525","0"
"1140","233","801","525","0"
"1141","233","801","525","0"
"1142","233","801","525","0"
"1143","233","801","525","0"
"1144","233","801","525","0"
"1145","233","801","525","0"
"1146","233","801","525","0"
"1147","233","801","524","0"
"1148","233","801","524","0"
